,userId,movieId,rating,timestamp
288,4,2141,4.0,949982239
257,4,2000,5.0,949811602
310,4,2659,3.0,949918671
181,4,903,5.0,949919189
228,4,1298,4.0,949918927
271,4,2080,5.0,949919306
185,4,1011,4.0,949919454
196,4,1089,5.0,949895732
335,4,3034,5.0,949949444
338,4,3060,5.0,949919656
289,4,2143,4.0,949896114
206,4,1206,5.0,949896159
342,4,3108,5.0,949919738
226,4,1288,5.0,949811490
297,4,2268,5.0,949895772
278,4,2096,5.0,949949538
208,4,1210,5.0,949778714
317,4,2788,5.0,949919399
166,4,434,4.0,949810688
160,4,357,5.0,949919681
333,4,2991,5.0,949810261
219,4,1258,5.0,949918743
200,4,1136,5.0,949919372
239,4,1380,5.0,949896377
188,4,1028,5.0,949949638
311,4,2683,4.0,949896497
287,4,2140,5.0,949896070
216,4,1240,5.0,949896244
270,4,2078,5.0,949949444
291,4,2161,5.0,949896070
308,4,2628,5.0,949810582
259,4,2003,2.0,949918970
246,4,1674,5.0,949896244
321,4,2804,5.0,949811738
276,4,2091,5.0,949896183
299,4,2348,4.0,949918927
260,4,2005,5.0,949896070
293,4,2193,3.0,949896070
171,4,480,5.0,949810582
267,4,2046,5.0,949810618
329,4,2918,5.0,949811559
334,4,3016,3.0,949896543
309,4,2640,5.0,949810261
312,4,2699,4.0,949896497
164,4,410,3.0,949919883
268,4,2054,3.0,949896114
236,4,1374,4.0,949918787
285,4,2115,5.0,949918994
258,4,2002,3.0,949895907
325,4,2877,5.0,949896377
326,4,2902,2.0,949896309
248,4,1858,5.0,949919738
209,4,1213,5.0,949895708
179,4,616,5.0,949949444
221,4,1265,5.0,949919591
281,4,2105,4.0,949896114
253,4,1961,5.0,949918743
157,4,329,3.0,949810618
251,4,1953,5.0,949810261
225,4,1285,4.0,949811559
314,4,2723,5.0,949810582
191,4,1032,5.0,949949538
347,4,3255,4.0,949919738
235,4,1372,3.0,949920004
233,4,1356,4.0,949810582
194,4,1073,5.0,949919372
205,4,1200,5.0,949896244
296,4,2263,3.0,949896309
232,4,1344,5.0,949919247
343,4,3169,4.0,949918904
213,4,1222,5.0,949918693
255,4,1968,5.0,949811559
150,4,141,5.0,949919681
318,4,2791,5.0,949811490
197,4,1097,5.0,949778771
292,4,2174,5.0,949896070
163,4,380,3.0,949810534
262,4,2018,5.0,949778771
178,4,610,4.0,949982238
162,4,367,4.0,949895887
283,4,2110,3.0,949896309
303,4,2409,4.0,949810302
341,4,3104,4.0,949811603
192,4,1033,5.0,949949638
336,4,3039,4.0,949811559
322,4,2822,3.0,949811230
230,4,1332,4.0,949896275
154,4,260,5.0,949779042
295,4,2248,4.0,949811559
169,4,442,4.0,949920028
345,4,3210,4.0,949811523
168,4,440,4.0,949919802
174,4,589,5.0,949919938
170,4,464,4.0,949811315
243,4,1544,3.0,949811230
195,4,1079,5.0,949811523
337,4,3040,5.0,949919419
203,4,1197,5.0,949811490
159,4,356,5.0,949919763
186,4,1016,4.0,949919322
183,4,913,5.0,949919247
280,4,2102,5.0,949949396
224,4,1282,5.0,949949396
148,4,34,5.0,949919556
214,4,1225,5.0,949779173
155,4,289,4.0,949778802
187,4,1022,5.0,949949638
266,4,2034,4.0,949896183
263,4,2020,4.0,949811738
180,4,858,5.0,949779022
153,4,185,3.0,949920047
274,4,2086,5.0,949896114
193,4,1036,5.0,949896244
319,4,2795,4.0,949811603
330,4,2968,5.0,949896070
378,5,1307,4.0,1163374495
379,5,1380,5.0,1163373044
400,5,2706,4.0,1163374246
363,5,440,4.0,1163374477
401,5,2762,3.5,1163373743
355,5,150,4.0,1163374404
382,5,1544,3.5,1163374562
372,5,919,4.0,1163374286
416,5,4308,3.5,1163374354
394,5,2294,4.0,1163373251
439,5,8644,4.0,1163374426
357,5,277,4.5,1163373208
353,5,104,4.0,1163374639
376,5,1221,2.5,1163374239
381,5,1485,4.5,1163374608
354,5,141,4.0,1163374242
392,5,2081,5.0,1163373109
366,5,588,3.5,1163373551
443,5,33166,5.0,1163374211
413,5,4022,3.5,1163373696
415,5,4306,3.5,1163374103
367,5,595,4.0,1163374190
421,5,5266,3.5,1163374995
359,5,356,4.0,1163374152
433,5,6711,2.5,1163373238
430,5,6373,4.0,1163374572
444,5,33679,4.0,1163374517
380,5,1393,3.5,1163374165
431,5,6377,4.0,1163373626
408,5,3753,3.5,1163373148
420,5,4995,4.5,1163373616
405,5,3114,3.5,1163374263
383,5,1682,4.0,1163374214
396,5,2424,4.0,1163373193
437,5,8622,3.5,1163374118
384,5,1721,4.0,1163373744
373,5,1022,4.0,1163373316
358,5,344,3.5,1163373636
428,5,5995,4.0,1163374533
422,5,5299,4.5,1163373299
351,5,3,4.0,1163374957
414,5,4025,4.5,1163375145
447,5,40819,4.5,1163374283
404,5,2997,3.5,1163374127
362,5,377,4.0,1163373610
409,5,3897,4.5,1163374235
429,5,6218,3.5,1163374491
397,5,2502,3.5,1163374290
432,5,6502,4.0,1163374455
365,5,586,4.0,1163374392
441,5,30749,4.5,1163374702
388,5,1961,4.0,1163373675
449,5,41569,4.0,1163374167
385,5,1777,4.0,1163374601
410,5,3948,3.5,1163374198
377,5,1247,4.0,1163374582
393,5,2273,4.0,1163373276
424,5,5464,4.0,1163374443
418,5,4718,3.5,1163375131
369,5,788,3.5,1163374993
386,5,1784,4.5,1163374251
371,5,903,3.5,1163373135
395,5,2355,3.5,1163374184
445,5,34162,4.5,1163374227
387,5,1923,4.5,1163373726
352,5,39,4.0,1163374952
411,5,4014,4.0,1163373273
375,5,1193,3.0,1163374173
446,5,35836,4.0,1163374275
427,5,5816,3.0,1163373688
412,5,4018,4.0,1163375025
440,5,30707,4.5,1163374340
391,5,2023,1.5,1163373188
370,5,858,2.5,1163373651
368,5,597,5.0,1163373711
399,5,2694,4.5,1163373293
356,5,231,3.5,1163373762
442,5,30793,3.5,1163374177
438,5,8636,4.5,1163373593
435,5,8376,4.0,1163374742
475,6,2571,1.0,1109258202
472,6,2502,3.5,1108134291
479,6,2761,4.5,1108134545
452,6,158,2.0,1108134263
487,6,5952,5.0,1108134311
493,6,8784,3.0,1108134531
477,6,2692,4.0,1108134274
456,6,903,4.0,1108134299
460,6,1276,4.5,1108134309
454,6,293,5.0,1108134539
463,6,1639,2.0,1109258179
486,6,4975,1.5,1109258226
458,6,1250,4.5,1108134284
467,6,1909,3.0,1108134344
457,6,1204,5.0,1108134266
464,6,1687,2.0,1109258281
451,6,111,4.0,1109258212
466,6,1876,0.5,1108134334
485,6,4641,1.5,1109258217
461,6,1285,4.5,1108134339
474,6,2529,4.0,1108134293
455,6,596,4.0,1108134269
490,6,7361,4.0,1108134524
476,6,2657,2.0,1108134271
494,6,8874,4.5,1108134521
482,6,3114,4.0,1109258183
492,6,8636,4.0,1108134537
471,6,2174,4.0,1109258175
478,6,2723,3.0,1109258257
465,6,1747,2.0,1109258194
469,6,2019,4.0,1109258270
489,6,7153,5.0,1108134519
462,6,1358,2.0,1109258181
473,6,2528,3.0,1109258245
483,6,3300,3.5,1109258250
550,7,1125,3.0,851867553
546,7,1073,3.0,851866744
575,7,1372,3.0,851869102
566,7,1278,3.0,851867436
577,7,1374,4.0,851869035
511,7,318,5.0,851868187
530,7,590,4.0,851868186
505,7,151,4.0,851868206
510,7,316,2.0,851869161
513,7,333,3.0,851867345
582,7,1408,1.0,851869140
532,7,594,4.0,851868020
555,7,1197,3.0,851867289
544,7,924,4.0,851868289
504,7,141,4.0,851866704
512,7,329,3.0,851868524
567,7,1287,4.0,851868332
516,7,356,3.0,851868188
565,7,1275,4.0,851869080
554,7,1196,5.0,851869034
581,7,1405,5.0,851866978
520,7,377,3.0,851869291
528,7,588,4.0,851868044
527,7,551,4.0,851868019
534,7,610,3.0,851868074
521,7,380,4.0,851869291
559,7,1223,5.0,851868044
540,7,737,1.0,851866763
529,7,589,3.0,851869140
563,7,1242,5.0,851868289
518,7,364,3.0,851868020
519,7,367,3.0,851867790
524,7,534,4.0,851868246
503,7,112,4.0,851866720
561,7,1231,4.0,851868321
551,7,1129,3.0,851869103
542,7,780,3.0,851866703
564,7,1270,3.0,851867436
499,7,34,4.0,851867861
558,7,1220,4.0,851867379
578,7,1375,3.0,851869140
562,7,1240,4.0,851869062
515,7,355,3.0,851867941
500,7,40,4.0,851866901
507,7,207,3.0,851868705
572,7,1307,3.0,851867401
553,7,1148,5.0,851868019
552,7,1136,4.0,851867289
539,7,736,1.0,851866704
573,7,1353,3.0,851866935
526,7,541,4.0,851869035
549,7,1097,3.0,851868308
514,7,345,3.0,851867621
541,7,745,5.0,851868020
568,7,1288,4.0,851867401
547,7,1079,4.0,851867320
576,7,1373,2.0,851869230
560,7,1225,5.0,851868246
509,7,272,3.0,851868188
570,7,1298,3.0,851868471
535,7,671,4.0,851866806
525,7,539,3.0,851867688
522,7,480,4.0,851869161
543,7,786,2.0,851866744
556,7,1198,5.0,851869035
501,7,104,3.0,851866744
545,7,1036,3.0,851869102
548,7,1080,4.0,851867289
537,7,720,5.0,851868019
569,7,1291,3.0,851867320
626,8,1876,3.5,1154389528
600,8,628,4.0,1154400284
651,8,3916,3.5,1154400198
693,8,40583,3.5,1154473088
630,8,2139,3.0,1154465222
623,8,1704,4.0,1154473252
588,8,260,3.5,1154464829
656,8,4034,4.5,1154465279
591,8,318,5.0,1154464714
597,8,543,5.0,1154389386
678,8,6874,5.0,1154465296
674,8,5989,3.5,1154400444
688,8,32587,3.5,1154465243
616,8,1387,4.0,1154465285
672,8,5669,3.0,1154465385
614,8,1302,3.5,1154400465
665,8,4995,3.5,1154389449
603,8,1196,3.5,1154464841
689,8,33166,4.5,1154473310
673,8,5952,4.0,1154464762
637,8,2502,5.0,1154464889
652,8,3948,4.0,1154389482
635,8,2353,3.5,1154389340
615,8,1358,0.5,1154474527
634,8,2329,5.0,1154473217
660,8,4886,3.5,1154464808
607,8,1219,4.0,1154465573
684,8,8533,2.5,1154400471
612,8,1270,4.0,1154464747
596,8,527,5.0,1154400170
668,8,5445,4.5,1154400449
640,8,2762,4.5,1154464717
613,8,1291,4.0,1154464720
644,8,2804,3.5,1154473419
633,8,2324,4.0,1154464850
655,8,4019,3.5,1154400245
648,8,2959,4.0,1154464901
670,8,5630,4.0,1154400407
590,8,296,4.0,1154465380
617,8,1393,3.0,1154400324
663,8,4973,4.0,1154465373
584,8,45,2.5,1154389572
698,8,44004,3.0,1154473017
664,8,4993,3.5,1154464819
686,8,8873,4.0,1154465499
627,8,1961,5.0,1154473322
659,8,4448,2.5,1154400334
682,8,7361,4.0,1154465367
681,8,7153,4.0,1154464753
593,8,457,4.5,1154400475
611,8,1265,3.0,1154465230
608,8,1225,4.0,1154465394
695,8,42007,2.0,1154473042
587,8,110,4.0,1154473268
638,8,2571,5.0,1154464738
606,8,1210,4.0,1154464769
620,8,1617,3.5,1154464990
657,8,4226,5.0,1154464905
631,8,2194,4.5,1154464735
683,8,7438,4.0,1154464994
583,8,32,5.0,1154465405
671,8,5650,4.0,1154465399
685,8,8784,4.5,1154464868
594,8,520,3.5,1154389356
658,8,4262,4.0,1154464915
692,8,34162,3.5,1154400423
662,8,4963,4.5,1154400383
586,8,50,5.0,1154400173
654,8,4011,4.5,1154464873
696,8,43556,3.5,1154473022
624,8,1754,3.0,1154400308
622,8,1674,4.0,1154389491
636,8,2423,3.5,1154400351
604,8,1197,4.0,1154464887
595,8,524,2.0,1154400357
598,8,589,4.0,1154464853
621,8,1625,5.0,1154389385
632,8,2302,4.5,1154400414
690,8,33493,4.5,1154400263
697,8,43871,3.0,1154473014
592,8,356,4.0,1154400390
679,8,6879,3.0,1154400253
676,8,6378,3.0,1154400191
589,8,282,2.0,1154389420
599,8,593,4.5,1154464833
650,8,3578,5.0,1154400441
618,8,1500,4.0,1154465235
629,8,2100,3.0,1154389460
643,8,2797,3.5,1154400340
601,8,805,3.5,1154389432
605,8,1198,4.0,1154464730
691,8,33794,4.5,1154464726
725,9,2125,4.0,938629522
702,9,36,5.0,938629110
735,9,2396,4.0,938628577
712,9,1059,5.0,938629250
701,9,26,3.0,938628655
706,9,515,4.0,938628577
710,9,608,5.0,938628843
734,9,2391,4.0,939122916
703,9,47,3.0,938628897
727,9,2249,4.0,938629053
700,9,17,4.0,938628337
738,9,2501,4.0,938628966
716,9,1411,3.0,938628655
731,9,2291,4.0,938629341
699,9,1,4.0,938629179
740,9,2571,5.0,938628450
743,9,2857,4.0,938629681
717,9,1541,2.0,938628777
718,9,1584,4.0,938629341
713,9,1177,3.0,938629470
728,9,2268,3.0,938629053
742,9,2762,4.0,938627748
733,9,2302,4.0,938628843
736,9,2427,2.0,938629681
711,9,733,2.0,938628337
726,9,2140,4.0,938629747
739,9,2539,2.0,938629341
708,9,534,5.0,938628337
715,9,1358,4.0,938628450
709,9,593,4.0,938628843
721,9,1704,4.0,938628966
724,9,2028,4.0,938629341
723,9,1784,5.0,938628966
729,9,2273,3.0,938628777
730,9,2278,4.0,938628897
704,9,318,4.0,938628966
772,10,1923,5.0,942766515
756,10,1197,4.0,942767258
788,10,3005,3.0,942766059
758,10,1200,4.0,942767258
779,10,2826,5.0,942766109
764,10,1423,4.0,942766420
744,10,50,5.0,942766420
769,10,1704,4.0,942766472
748,10,345,4.0,942766603
751,10,1036,3.0,942767258
762,10,1291,4.0,942767258
780,10,2827,3.0,942766251
765,10,1459,3.0,942766725
753,10,1101,2.0,942767328
774,10,2344,5.0,942766991
747,10,344,3.0,942766603
750,10,735,4.0,942766974
755,10,1196,4.0,942767258
757,10,1198,4.0,942767258
784,10,2890,4.0,942765978
786,10,2926,5.0,942767121
773,10,2108,3.0,942766472
763,10,1358,5.0,942766420
760,10,1220,3.0,942767328
789,10,3019,4.0,942767571
770,10,1719,5.0,942766472
785,10,2907,2.0,942766213
782,10,2841,4.0,942766029
781,10,2840,3.0,942766213
776,10,2410,2.0,942767328
787,10,2995,2.0,942766251
752,10,1089,3.0,942766420
761,10,1240,4.0,942767258
777,10,2539,4.0,942766845
746,10,318,4.0,942766515
745,10,152,4.0,942766793
800,11,1408,5.0,1391658667
820,11,91500,4.5,1391658311
811,11,58295,4.5,1391657459
802,11,2042,3.5,1391657376
795,11,778,4.5,1391658505
804,11,2762,3.0,1391658583
796,11,785,3.5,1391656845
826,11,104841,5.0,1391658157
792,11,126,4.0,1391657561
814,11,79132,4.0,1391658115
797,11,923,5.0,1391658556
794,11,296,5.0,1391658423
816,11,80906,3.0,1391658137
793,11,169,3.0,1391657297
818,11,81562,3.5,1391658218
819,11,88129,4.0,1391658385
808,11,26614,5.0,1391658574
798,11,1027,4.5,1391658634
825,11,97938,4.0,1391657610
805,11,3424,3.0,1391657112
823,11,96079,4.0,1391658186
812,11,71211,3.5,1391657720
824,11,96861,4.0,1391657924
807,11,6598,5.0,1391657861
822,11,91548,4.0,1391658270
809,11,48516,5.0,1391658450
827,11,106487,5.0,1391657798
810,11,51084,4.0,1391657605
803,11,2596,4.5,1391657543
817,11,81158,4.0,1391658210
846,12,1639,2.0,968045438
877,12,3844,1.0,968045074
882,12,3869,2.0,968044981
875,12,3831,4.0,968045106
867,12,3794,3.0,968045232
870,12,3801,3.0,968045198
833,12,736,4.0,968045680
849,12,2355,2.0,968045475
861,12,3474,4.0,955407153
886,12,3885,3.0,968044949
830,12,538,3.0,968045438
842,12,1235,5.0,968045354
834,12,737,3.0,968045764
865,12,3791,1.0,968045232
836,12,1032,2.0,968045561
888,12,6184,4.0,968045173
883,12,3871,2.0,968044981
845,12,1387,4.0,968045475
872,12,3825,5.0,968045142
863,12,3773,2.0,968045680
869,12,3799,1.0,968045198
871,12,3809,3.0,968045172
879,12,3863,5.0,968045015
844,12,1374,1.0,968045475
839,12,1215,5.0,968045353
862,12,3770,3.0,968045619
854,12,3146,2.0,968045732
860,12,3408,4.0,968045379
848,12,2259,2.0,955407153
853,12,2959,4.0,968045407
855,12,3148,1.0,968045379
880,12,3864,3.0,968045015
840,12,1220,5.0,955407153
864,12,3780,2.0,968045619
881,12,3865,5.0,968045015
885,12,3879,5.0,968044949
878,12,3861,3.0,968045015
828,12,253,3.0,968045587
841,12,1230,2.0,968045354
866,12,3793,5.0,968045232
858,12,3298,4.0,968045529
829,12,529,1.0,968045407
876,12,3841,2.0,968045074
868,12,3798,4.0,968045232
856,12,3176,3.0,968045649
857,12,3179,2.0,968045354
838,12,1197,1.0,955407153
852,12,2668,2.0,968045764
916,13,2908,3.0,1331379494
934,13,54286,3.5,1331380782
917,13,2918,3.0,1331380761
907,13,1265,2.5,1331380845
940,13,88125,4.5,1331380390
892,13,277,4.0,1331379348
925,13,4321,2.5,1331379589
918,13,3114,3.0,1331380738
900,13,531,4.0,1331379483
927,13,4878,4.5,1331380145
898,13,524,3.5,1331379485
912,13,2572,3.5,1331379777
935,13,58559,4.5,1331380873
929,13,4993,4.5,1331380883
922,13,3624,3.0,1331379574
896,13,362,4.5,1331379479
909,13,1961,4.0,1331380745
891,13,110,4.0,1331380038
905,13,1027,3.0,1331379520
932,13,7361,4.0,1331380159
889,13,1,5.0,1331380058
906,13,1259,4.0,1331380814
928,13,4886,3.5,1331380834
921,13,3396,3.5,1331379599
924,13,4310,4.5,1331379506
914,13,2762,3.0,1331380765
911,13,2571,3.0,1331380888
901,13,587,3.0,1331380851
902,13,590,4.0,1331380062
923,13,4306,4.0,1331380721
908,13,1918,3.0,1331379386
895,13,356,5.0,1331380018
930,13,5989,4.0,1331380785
893,13,296,3.5,1331380895
933,13,7502,4.5,1331380306
910,13,2355,4.0,1331380741
926,13,4718,3.5,1331379530
936,13,64614,4.5,1331380830
904,13,919,3.5,1331380871
897,13,480,3.0,1331380025
920,13,3255,3.5,1331379342
941,13,93363,3.0,1331379985
947,14,2394,3.0,976244471
950,14,2716,3.0,976244313
959,14,3751,4.0,976244205
948,14,2628,3.0,976243933
942,14,594,1.0,976243997
944,14,1721,3.0,976243912
951,14,2720,2.0,976244367
961,14,3988,4.0,976244343
954,14,3114,4.0,976244591
952,14,2724,3.0,976244524
949,14,2683,2.0,976244131
960,14,3986,3.0,976244107
943,14,1196,4.0,976243997
957,14,3354,3.0,976243997
945,14,2038,3.0,976244179
946,14,2355,2.0,976244179
1166,15,1047,2.5,1348976598
1156,15,923,5.0,997938727
2048,15,7008,3.5,1240203970
1608,15,3255,2.0,1134521644
1766,15,4055,1.0,1033344023
2098,15,8581,2.5,1361078268
2537,15,110127,0.5,1416120162
1290,15,1483,3.0,1193435343
988,15,101,4.0,1134522072
1652,15,3510,2.0,1033344795
1629,15,3358,2.5,1096005300
1482,15,2572,5.0,1033344641
1096,15,556,3.5,1361078504
1157,15,924,5.0,997938358
2069,15,7346,3.0,1465954961
976,15,34,3.0,997938310
1789,15,4247,1.0,1349622526
1892,15,5219,1.0,1033343934
1024,15,232,4.0,1033345227
1364,15,1895,2.5,1469330584
1010,15,176,4.0,1046209579
1386,15,2000,3.0,1052896975
2490,15,101076,3.0,1367764864
1761,15,4033,4.0,1084489330
1134,15,802,1.0,1128274713
2381,15,85414,4.0,1316395607
1707,15,3852,3.0,1044348420
2515,15,106111,1.0,1386367830
1356,15,1845,4.0,1052897012
2288,15,66203,1.0,1465880257
1706,15,3827,2.5,1134522068
2278,15,63113,3.5,1245309336
2290,15,66665,3.0,1257733143
1944,15,5577,2.5,1054513297
1123,15,748,2.5,1166586565
1301,15,1546,4.0,997938322
1687,15,3745,1.0,997937836
1830,15,4654,1.0,997937551
2449,15,94864,1.5,1345350968
2061,15,7199,1.0,1096005109
1655,15,3534,1.0,997937935
1813,15,4388,3.0,1416119736
1128,15,784,2.5,1093070207
2477,15,99114,1.5,1425876390
2199,15,46972,3.5,1374637631
1299,15,1529,3.0,997939393
1982,15,6188,3.5,1416119611
1932,15,5481,2.0,1033344374
2215,15,51080,4.5,1222578101
2583,15,121171,3.0,1465793971
2247,15,57368,1.5,1425876060
2149,15,33154,3.5,1338702522
2066,15,7323,2.0,1222576372
1724,15,3956,1.0,997937986
1737,15,3990,1.0,997937999
1416,15,2161,3.0,997938630
2171,15,39292,4.5,1166587434
1213,15,1215,1.5,1054271469
1483,15,2574,1.0,1033344897
2616,15,136864,3.0,1465793719
1323,15,1663,3.0,1058250115
1728,15,3977,3.0,997937848
2506,15,103810,1.5,1465880264
1699,15,3794,4.0,997937914
1221,15,1225,4.0,1034544304
1222,15,1228,4.0,997938800
1882,15,5071,5.0,1044348382
2284,15,65642,4.5,1357110430
2354,15,79702,1.5,1338698870
1335,15,1722,3.5,1134521534
2523,15,107910,4.5,1426110023
2460,15,96150,2.0,1345350973
1428,15,2278,2.5,1134521675
1281,15,1394,4.0,997939021
1495,15,2624,3.0,997939255
978,15,39,2.5,1093028334
1164,15,1036,4.0,997938528
1378,15,1955,4.5,1338698424
1363,15,1889,3.0,1054449827
1799,15,4322,4.0,1345397847
970,15,17,3.0,997939404
2566,15,115502,3.5,1443384500
1430,15,2288,3.0,1052896740
984,15,70,0.5,1093070467
1404,15,2100,2.0,997938603
1938,15,5515,4.0,1033344401
1592,15,3157,1.0,1033344970
2337,15,76251,3.0,1273090163
1321,15,1649,2.0,997938647
1300,15,1544,1.0,1093070319
2497,15,102445,3.0,1386367981
1682,15,3717,1.0,1163876415
2318,15,71211,3.5,1257734180
1316,15,1625,4.0,997938391
2315,15,70336,4.5,1316395878
1680,15,3683,4.0,997938800
2039,15,6953,2.0,1083003232
1582,15,3113,2.0,1166587025
2661,15,161155,0.5,1469330307
1620,15,3298,4.0,1033344702
1658,15,3538,1.5,1096005190
1786,15,4238,3.0,997937986
1144,15,904,5.0,997938346
2473,15,98809,0.5,1416119923
2128,15,26131,5.0,1222575895
1126,15,778,4.0,1054450167
1963,15,5909,1.0,1096005087
1245,15,1265,4.0,997938171
1977,15,6037,3.0,1465954655
1460,15,2406,3.5,1458506447
1406,15,2108,4.5,1058250482
1672,15,3624,2.0,1122576735
1294,15,1502,1.5,1425876701
1749,15,4015,5.0,997937442
1691,15,3755,1.5,1416119541
1500,15,2671,4.0,997939653
1405,15,2105,4.0,1052896867
2365,15,81782,3.0,1316395900
1233,15,1248,3.0,997938509
1193,15,1186,4.5,1166586456
1535,15,2858,4.0,997938310
1101,15,588,0.5,1093028161
1161,15,994,4.0,997939453
1458,15,2396,2.0,997938162
1130,15,786,0.5,1093028395
1038,15,300,4.0,1054449869
1525,15,2763,1.0,1033344970
2509,15,104272,3.0,1425875562
1889,15,5170,2.0,1033343901
2579,15,119141,2.0,1443384336
1549,15,2959,5.0,997938894
1466,15,2439,2.0,997939328
1239,15,1258,4.0,997938219
2162,15,35836,3.0,1135737540
2059,15,7162,1.0,1075142909
985,15,82,5.0,1044220302
1920,15,5416,1.5,1096005195
2555,15,112623,4.0,1407125273
1792,15,4271,4.0,997937762
1385,15,1997,5.0,997938255
1815,15,4446,4.0,997937334
2005,15,6502,3.5,1058249439
2135,15,27660,4.0,1166587397
1368,15,1912,5.0,1033345241
